,date,spot,option_price
325,2025-04-14 13:07:53.170,84887.52973148914,35559.42149465919
326,2025-04-14 14:04:51.736,85104.2026773784,35765.97050190663
327,2025-04-14 15:04:54.942,84446.0708102059,35139.06769977123
328,2025-04-14 16:02:20.879,85667.64514540603,36303.79018378153
329,2025-04-14 17:06:17.528,84158.074707306,34865.193214669824
330,2025-04-14 18:00:49.882,84437.69989177307,35131.10326633828
331,2025-04-14 19:04:56.944,84802.421103376,35478.33145835842
332,2025-04-14 20:02:22.638,84947.04782692718,35616.14341487976
333,2025-04-14 21:01:01.748,84916.65944245027,35587.18123783206
334,2025-04-14 22:04:56.391,84872.47644905868,35545.07725551527
335,2025-04-14 23:01:39.241,84678.29714727977,35360.11109743202
336,2025-04-15 00:04:44.792,84516.57227578854,35206.15503888368
337,2025-04-15 01:04:53.349,84590.22055897689,35276.254630012874
338,2025-04-15 02:04:56.920,84805.40623454058,35481.17523703119
339,2025-04-15 03:04:59.782,84973.75743867172,35641.60196113898
340,2025-04-15 04:00:02.574,84909.8088011936,35580.65253201476
341,2025-04-15 05:00:35.753,85264.26252155572,35918.64905463684
342,2025-04-15 06:09:19.420,85540.8011230295,36182.62707491738
343,2025-04-15 07:03:03.179,85650.19655642175,36287.120083414244
344,2025-04-15 08:08:57.818,85470.69141248541,36115.678945711035
345,2025-04-15 09:11:03.987,85718.22005374837,36352.11397471708
346,2025-04-15 10:01:32.707,85822.84294330432,36452.10514436333
347,2025-04-15 11:01:20.979,85917.26834462702,36542.37916941161
348,2025-04-15 12:04:57.184,85620.89303105656,36259.12609914498
349,2025-04-15 13:04:49.151,85568.11153809096,36208.710105297396
350,2025-04-15 14:04:40.862,85750.21230099528,36382.686319741246
351,2025-04-15 15:05:22.214,85643.31333199244,36280.544222245204
352,2025-04-15 16:04:45.603,85196.52851347838,35854.02862228785
353,2025-04-15 17:04:46.254,84872.39518339455,35544.99981966105
354,2025-04-15 18:04:31.616,84883.0020095308,35555.10696046697
355,2025-04-15 19:04:46.647,84514.06417495162,35203.76810934847
356,2025-04-15 20:07:51.019,84190.93368373165,34896.42666573937
357,2025-04-15 21:04:53.664,84067.51559465779,34779.13328748599
358,2025-04-15 22:04:49.187,83969.38654754977,34685.91156510192
359,2025-04-15 23:04:53.611,84088.84019229886,34799.3958814279
